molecule,method,n_layers,n_parameters,mean_grad_var,std_grad_var,mean_grad_norm,std_grad_norm,n_qubits,runtime_s
NH3,efficient_su2,28,928,0.001400844239771245,0.00037683608506398366,1.0782842908110077,0.02890726901577303,16,232.4125580000691
NH3,efficient_su2,29,960,0.0014519626746440438,0.00036347600228220654,1.0897828136684566,0.025576461047720253,16,233.6680997000076
NH3,efficient_su2,30,992,0.0011600211383075315,0.00035757408892101404,1.1137135320490894,0.025655394880843268,16,236.0262512001209
NH3,efficient_su2,31,1024,0.0014103406205967662,0.0003536519999055113,1.1343121570901615,0.02623055228359759,16,235.8311845001299
NH3,efficient_su2,32,1056,0.0013825711383809616,0.00035207666780952756,1.153546126597558,0.026640709297774887,16,238.4716908999253
NH3,efficient_su2,33,1088,0.001390512171080332,0.0003527676792662199,1.1733508570010864,0.02935827561386501,16,237.8667341999244
NH3,efficient_su2,34,1120,0.0012772771340827708,0.00034740422748531796,1.1880013606279733,0.02706903398374441,16,240.79404050018638
NH3,efficient_su2,35,1152,0.001259407805677632,0.00034709083191058923,1.2114142010891649,0.02646550165943664,16,242.24161379993893
NH3,efficient_su2,36,1184,0.0011427233671424276,0.0003466037243790505,1.2227753584452892,0.03127307448085391,16,244.84443519986235
NH3,efficient_su2,37,1216,0.001628249326832403,0.0003402669633182279,1.2452232468800792,0.030275052047489703,16,247.04541460005566
NH3,efficient_su2,38,1248,0.0011653287521872203,0.00034059701694640364,1.2625601004887255,0.02713839101728218,16,249.83964230003767
NH3,efficient_su2,39,1280,0.0011328120525311036,0.0003345554295050835,1.2795371563091253,0.027275452550285652,16,252.75347560015507
NH3,efficient_su2,40,1312,0.0014347879406612363,0.00033377394788758157,1.2990487262832264,0.026814550394408044,16,255.7933367001824
NH3,efficient_su2,41,1344,0.0012046095471090596,0.0003307428958663178,1.3081489693689425,0.0259096697390985,16,258.5549438998569
NH3,efficient_su2,42,1376,0.0013213018029685861,0.0003272197013813716,1.326550984790568,0.02896628629282039,16,257.8699640999548
NH3,efficient_su2,43,1408,0.0014505734630184846,0.0003255362023315442,1.3461359476127222,0.02848127754314778,16,260.04378990014084
NH3,efficient_su2,44,1440,0.0012757708062737171,0.00032570317638013077,1.3571615255858243,0.028748514333710347,16,270.19457140006125
NH3,efficient_su2,45,1472,0.0010224276093543047,0.0003231394572048141,1.3751564606785924,0.025528711269645784,16,271.51414179988205
NH3,efficient_su2,46,1504,0.0017735631710349004,0.00032238167127405045,1.3965279954123242,0.024930561347395387,16,266.5440443002153
NH3,efficient_su2,47,1536,0.001807840376423334,0.0003167675496433974,1.4046547540469978,0.026715849043717387,16,261.6867097998038
NH3,efficient_su2,48,1568,0.0010531884427235792,0.0003163621411569924,1.4267445834035906,0.023392455616655063,16,264.2540037999861
NH3,efficient_su2,49,1600,0.0014113177650578782,0.00031023614469428035,1.4410345190192715,0.027033975844307345,16,267.3157502999529
NH3,efficient_su2,50,1632,0.0015065566950391168,0.00031387371139476606,1.4544771449311316,0.023676423875271507,16,271.16892110020854
