molecule,method,n_layers,n_parameters,mean_grad_var,std_grad_var,mean_grad_norm,std_grad_norm,n_qubits,runtime_s
LiH,efficient_su2,1,48,0.17818511010309712,0.040652169253328235,0.9202955856960284,0.1997074398156816,12,5.79665179993026
LiH,efficient_su2,2,72,0.038596978289664664,0.014115084493219347,0.7771810020071953,0.16677338000685807,12,6.669807899976149
LiH,efficient_su2,3,96,0.011453601971854603,0.00512916296381831,0.5562521124520652,0.16785818289218113,12,6.9552108000498265
LiH,efficient_su2,4,120,0.004150879488367561,0.0023808507278796557,0.43877871901250776,0.14151767712616672,12,7.13884439994581
LiH,efficient_su2,5,144,0.0020592350515937293,0.0009604453290460722,0.3493508961973631,0.09411358434511913,12,8.02389419998508
LiH,efficient_su2,6,168,0.0008275457383028057,0.0004942625617943851,0.3026209508765341,0.06901973328507544,12,8.810627699946053
LiH,efficient_su2,7,192,0.0008006292299637638,0.000246552507261422,0.279344885612097,0.03642616063761308,12,8.327376200002618
LiH,efficient_su2,8,216,0.000567435338575846,0.00019027873570999463,0.28326497544775475,0.03130846692235192,12,10.545538399950601
LiH,efficient_su2,9,240,0.0004888031529234637,0.00015286852462761098,0.2898724125747575,0.020458614957792717,12,10.790430099936202
LiH,efficient_su2,10,264,0.0005006354983637006,0.00014524242472310032,0.3010543115358719,0.01749675824614569,12,11.737675299984403
LiH,efficient_su2,11,288,0.00042562971290248717,0.00014388842170825897,0.3177845731679836,0.017071243361562686,12,10.963672599988058
LiH,efficient_su2,12,312,0.00043760147810779215,0.00013520289656850245,0.330814963959077,0.015728850611111532,12,12.214146199985407
LiH,efficient_su2,13,336,0.00048248628379452235,0.0001379772973131005,0.34955878563445547,0.016197644867172036,12,10.25654420000501
LiH,efficient_su2,14,360,0.00038497048852476697,0.00013346902652872138,0.3602164969680299,0.014970837615851704,12,11.390106099890545
LiH,efficient_su2,15,384,0.0003357397021249016,0.00012989755142199926,0.3759482796631358,0.01645519705321756,12,12.385862600058317
LiH,efficient_su2,16,408,0.00039779704510939595,0.00012849637526844896,0.3889521879655251,0.016883811355155497,12,11.942126799956895
LiH,efficient_su2,17,432,0.00037207165395615076,0.00012529530885755868,0.40160263045709954,0.01619152585433785,12,14.13871269999072
LiH,efficient_su2,18,456,0.0003694385223222579,0.0001219822275554308,0.4125132084856285,0.015066020598210248,12,13.260815200046636
LiH,efficient_su2,19,480,0.0004007585030169384,0.00012138517920116726,0.423679616434,0.015411352683810511,12,14.331854300107807
LiH,efficient_su2,20,504,0.0003898761867648204,0.00011722956060560625,0.4350154945466082,0.014694881738382001,12,13.654696100042202
LiH,efficient_su2,21,528,0.0004474355154128436,0.00011991159831986354,0.44941156488363143,0.01454578637192633,12,14.721109699923545
LiH,efficient_su2,22,552,0.00043448580203054796,0.00011737801402327148,0.46038833881774743,0.017129873091543752,12,15.212524399976246
LiH,efficient_su2,23,576,0.0003519508496267452,0.0001133686951704005,0.4728487506599318,0.01666749906588965,12,15.877601700020023
LiH,efficient_su2,24,600,0.0004483566193781556,0.00011171595777288837,0.4819727242133562,0.015278520592486253,12,15.361183400033042
LiH,efficient_su2,25,624,0.0003318987348411629,0.00010926038404312763,0.4904677273663256,0.01559380013103407,12,15.832455599913374
LiH,efficient_su2,26,648,0.0004859661455693632,0.00011132682289734099,0.5026948765646853,0.015564179135412597,12,16.148794200038537
LiH,efficient_su2,27,672,0.0004746515853687131,0.00010991605210317977,0.5127931955773241,0.01542834118438052,12,16.557643299922347
LiH,efficient_su2,28,696,0.00035883349670781347,0.00010914139104268642,0.5243664295450994,0.014337458775323875,12,16.961311399936676
LiH,efficient_su2,29,720,0.00044643111516789145,0.00011088928331016953,0.5326025988990101,0.01796431627100889,12,17.121219900087453
LiH,efficient_su2,30,744,0.0003814641802555486,0.00010798460459389997,0.5441379890984532,0.013501332609769948,12,17.625544199952856
LiH,efficient_su2,31,768,0.00037303482267248884,0.00010640855849538326,0.5529530392592883,0.016451104630850335,12,18.084030200028792
LiH,efficient_su2,32,792,0.0006266584845366168,0.00010397998739078245,0.5606612302156235,0.01712644210908107,12,17.832130299997516
LiH,efficient_su2,33,816,0.00037935520023142877,0.00010470263177510542,0.5689564803844437,0.017330097164101298,12,18.74300969997421
LiH,efficient_su2,34,840,0.0004836811229834203,0.0001030285229264298,0.5785876111843521,0.01556437466168214,12,19.046391500043683
LiH,efficient_su2,35,864,0.00046520484164377923,0.00010283992215072885,0.5876305430829051,0.014956821923634551,12,19.7683371999301
